language,count,count_distribution,bytes,bytes_distribution,percentage_avg,percentage_std,percentage_median,percentage_max,percentage_min
tcl,2,0.0010649627263045794,342234,0.00029478905497786417,0.0188,0.012,0.0188,0.02733321658076719,0.010334928774712412
puppet,4,0.002129925452609159,8309,7.157097944129085e-06,0.022,0.0143,0.025,0.03465283925635513,0.0034701154488708617
common lisp,3,0.001597444089456869,1183929,0.0010197973055596104,0.3806,0.4405,0.2785,0.8631780333203973,0.00021926523238842018
verilog,1,0.0005324813631522897,282180,0.00024306052447639249,0.4099451430696637,0.4099451430696637,0.4099451430696637,0.4099451430696637,0.4099451430696637
coq,2,0.0010649627263045794,18918,1.6295339861238902e-05,0.0706,0.0866,0.0706,0.13183146924250128,0.009400932102926477
arduino,7,0.003727369542066028,108167,9.317147831539424e-05,0.4829,0.4619,0.2852,1.0,0.0022350920461552013
pascal,2,0.0010649627263045794,266951,0.00022994276727442573,0.0923,0.1144,0.0923,0.17315845504787197,0.011394460439971074
css,3,0.001597444089456869,8157,7.026170168523402e-06,0.0222,0.0357,0.0024,0.0634065992454969,0.000687100994841894
openedge abl,1,0.0005324813631522897,1990,1.7141202201007197e-06,0.007925950118291818,0.007925950118291818,0.007925950118291818,0.007925950118291818,0.007925950118291818
groovy,1,0.0005324813631522897,20650,1.778722740958787e-05,0.013878471634151391,0.013878471634151391,0.013878471634151391,0.013878471634151391,0.013878471634151391
elixir,3,0.001597444089456869,78627,6.772669876676345e-05,0.0822,0.0973,0.0362,0.19388568079908872,0.01635976587461825
fortran,1,0.0005324813631522897,2508,2.1603082974937713e-06,0.005090463297110127,0.005090463297110127,0.005090463297110127,0.005090463297110127,0.005090463297110127
smalltalk,1,0.0005324813631522897,1937,1.6684677720276855e-06,0.006978696421301417,0.006978696421301417,0.006978696421301417,0.006978696421301417,0.006978696421301417
coldfusion,1,0.0005324813631522897,165528,0.0001425803476345889,0.05479183617264817,0.05479183617264817,0.05479183617264817,0.05479183617264817,0.05479183617264817
pure data,1,0.0005324813631522897,649020,0.0005590443744973713,0.9776517799040756,0.9776517799040756,0.9776517799040756,0.9776517799040756,0.9776517799040756
haxe,1,0.0005324813631522897,1552132,0.0013369551987263168,0.38108477654053063,0.38108477654053063,0.38108477654053063,0.38108477654053063,0.38108477654053063
