language,count,count_distribution,bytes,bytes_distribution,percentage_avg,percentage_std,percentage_median,percentage_max,percentage_min
gherkin,5,0.0017562346329469617,14038,9.207622277250079e-06,0.0353,0.0408,0.0081,0.09696683954109697,0.006134057817209322
groff,3,0.001053740779768177,18879,1.2382867999159725e-05,0.0265,0.0428,0.0023,0.07598788662824886,0.0013041267575845297
cuda,8,0.0028099754127151387,650048,0.00042637102479568735,0.1533,0.1874,0.0683,0.48090481111493855,0.005842939760608099
matlab,7,0.0024587284861257463,212021,0.00013906605519624154,0.1486,0.3698,0.0046,0.9869036792062836,2.1118937746449743e-05
powershell,13,0.0045662100456621,187752,0.00012314784853955383,0.0202,0.0535,0.0026,0.19699181014459355,0.0002973296301219401
f#,3,0.001053740779768177,355642,0.000233268072512165,0.0052,0.0087,0.0001,0.01523215052983229,0.00012337470526283927
groovy,11,0.003863716192483316,1209483,0.0007933083498187246,0.1797,0.2251,0.0945,0.66467751787575,0.00010639589641674068
rust,5,0.0017562346329469617,390709,0.00025626876280966665,0.7275,0.4194,0.9088,1.0,0.0013153101136469468
cap'n proto,1,0.00035124692658939234,1920,1.2593414141843674e-06,0.007861248955927873,0.007861248955927873,0.007861248955927873,0.007861248955927873,0.007861248955927873
nsis,4,0.0014049877063575693,32005,2.099230310467223e-05,0.0205,0.0236,0.0165,0.04824538216728872,0.0008464312181309383
visual basic,2,0.0007024938531787847,1420,9.313879209071884e-07,0.0006,0.0006,0.0006,0.0009851569683436228,0.0001579205999834286
freemarker,3,0.001053740779768177,61874,4.058358888606435e-05,0.0101,0.0094,0.0119,0.018485927715527414,6.750769133302505e-07
glsl,11,0.003863716192483316,575890,0.00037773027448678926,0.0654,0.0724,0.0215,0.1915127832447759,0.0015457886400482952
scala,7,0.0024587284861257463,5278586,0.0034622614365280224,0.6102,0.3112,0.5244,1.0,0.15188686928969208
lex,6,0.002107481559536354,145420,9.538199398473474e-05,0.0166,0.0219,0.011,0.05949779008208267,0.00015025886912388827
assembly,9,0.003161222339304531,8235432,0.00540167738609333,0.13,0.3206,0.0081,0.9764094876861462,0.00010726067733407784
actionscript,2,0.0007024938531787847,85943,5.637061414544119e-05,0.1137,0.1205,0.1137,0.19891873912471486,0.02854347644401182
yacc,6,0.002107481559536354,488080,0.0003201350819974511,0.0859,0.1001,0.0463,0.24126425154483772,0.0002820990330769865
kotlin,11,0.003863716192483316,1038844,0.0006813850375400755,0.6989,0.4077,0.9202,1.0,0.05093646901335033
nix,1,0.00035124692658939234,3245,2.128418171368892e-06,0.002096673106371431,0.002096673106371431,0.002096673106371431,0.002096673106371431,0.002096673106371431
perl,20,0.007024938531787847,1981310,0.0012995550715300152,0.1215,0.2177,0.0197,0.90310167013007,0.0002898658787598809
coq,1,0.00035124692658939234,2301,1.509241976061578e-06,0.017420336596334234,0.017420336596334234,0.017420336596334234,0.017420336596334234,0.017420336596334234
limbo,2,0.0007024938531787847,44544,2.9216720809077325e-05,0.0071,0.0014,0.0071,0.008080845039554174,0.006170175717519513
jupyter notebook,18,0.006322444678609062,138223477,0.09066174427013562,0.6419,0.3388,0.7192,1.0,0.014068921909579512
purebasic,1,0.00035124692658939234,6430,4.217481923544522e-06,0.003200705648573471,0.003200705648573471,0.003200705648573471,0.003200705648573471,0.003200705648573471
objective-c++,11,0.003863716192483316,420505,0.00027581216738104035,0.0911,0.1192,0.0713,0.3187987975664057,0.00027626432191043946
clojure,7,0.0024587284861257463,457552,0.0003001115535119196,0.888,0.2099,0.9906,1.0,0.4228771824299286
applescript,4,0.0014049877063575693,5401,3.5425536343800877e-06,0.0113,0.0143,0.0073,0.030306318035514087,0.00010872414324953708
mako,1,0.00035124692658939234,412,2.702336784603955e-07,0.016726888879866834,0.016726888879866834,0.016726888879866834,0.016726888879866834,0.016726888879866834
smarty,3,0.001053740779768177,6218,4.078429642394998e-06,0.019,0.0156,0.0149,0.036170952050034746,0.0058719207782755335
scilab,2,0.0007024938531787847,28032,1.8386384647091766e-05,0.0005,0.0006,0.0005,0.0009335779263149783,6.306986214047914e-05
unrealscript,1,0.00035124692658939234,20840,1.366910159979282e-05,5.719651553557813e-05,5.719651553557813e-05,5.719651553557813e-05,5.719651553557813e-05,5.719651553557813e-05
awk,2,0.0007024938531787847,19840,1.3013194613238464e-05,0.0001,0.0001,0.0001,0.00022663393373119152,5.04092322860827e-05
gdb,1,0.00035124692658939234,18113,1.1880443247459086e-05,4.9712115446061735e-05,4.9712115446061735e-05,4.9712115446061735e-05,4.9712115446061735e-05,4.9712115446061735e-05
asp,5,0.0017562346329469617,18081597,0.01185984580036032,0.1788,0.3126,0.0003,0.7219818595725915,1.2421853613916824e-05
perl 6,3,0.001053740779768177,289754,0.00019005167298207146,0.0179,0.0297,0.0016,0.05215137784977342,1.0217976359834806e-05
xs,1,0.00035124692658939234,1240,8.13324663327404e-07,3.4032475654566638e-06,3.4032475654566638e-06,3.4032475654566638e-06,3.4032475654566638e-06,3.4032475654566638e-06
r,4,0.0014049877063575693,56734,3.721222697517495e-05,0.0765,0.0985,0.0415,0.21896065694325284,0.003908387399359024
m,2,0.0007024938531787847,3578629,0.0023472477633860356,0.331,0.467,0.331,0.6612993327652774,0.0007937164117403886
protocol buffer,3,0.001053740779768177,112534,7.381183682490813e-05,0.021,0.0305,0.0045,0.05625097842762766,0.0022930170299837564
sqlpl,2,0.0007024938531787847,567,3.71899261376321e-07,0.0006,0.0009,0.0006,0.0012467200340983257,7.975529464385193e-06
plsql,2,0.0007024938531787847,233,1.5282632786716543e-07,0.0001,0.0001,0.0001,0.00012819646761158467,5.3170196429234616e-06
haskell,5,0.0017562346329469617,343321,0.00022518664253082875,0.1891,0.3577,0.0378,0.8283586552637806,0.012961274626909332
processing,1,0.00035124692658939234,61555191,0.040374479835587944,0.9717532239752965,0.9717532239752965,0.9717532239752965,0.9717532239752965,0.9717532239752965
elm,3,0.001053740779768177,7816861,0.0051271337428242855,0.6044,0.4816,0.7939,0.9625547445255475,0.056862235653678116
puppet,2,0.0007024938531787847,2591,1.6994550021623417e-06,0.0556,0.0035,0.0556,0.05809924514292786,0.053113847538822624
xslt,4,0.0014049877063575693,43465,2.850899717058517e-05,0.1325,0.2333,0.0237,0.48205359337867737,0.00044199930565927257
elixir,2,0.0007024938531787847,73932,4.84925153299368e-05,0.2088,0.2771,0.2088,0.4047475086776397,0.012877529655313556
nginx,2,0.0007024938531787847,3116,2.0438061701033795e-06,0.0177,0.0186,0.0177,0.030890498508734553,0.004556974772990483
dart,2,0.0007024938531787847,151337,9.926299562417688e-05,0.9839,0.007,0.9839,0.9888927698218651,0.9789574276720132
saltstack,1,0.00035124692658939234,3412,2.2379546381234694e-06,0.02290747715630392,0.02290747715630392,0.02290747715630392,0.02290747715630392,0.02290747715630392
erlang,4,0.0014049877063575693,686882,0.0004505307027384306,0.5366,0.5145,0.5604,0.9869611296072281,0.03882150138142204
smalltalk,2,0.0007024938531787847,3000,1.967720959663074e-06,0.0006,0.0007,0.0006,0.0010580959620460596,0.00012183440630679797
gap,1,0.00035124692658939234,2435,1.5971335122598618e-06,0.0009994061024106004,0.0009994061024106004,0.0009994061024106004,0.0009994061024106004,0.0009994061024106004
openscad,3,0.001053740779768177,782394,0.0005131776908382104,0.3729,0.5408,0.1099,0.9949378180629075,0.013952670782887654
apacheconf,1,0.00035124692658939234,4352,2.854507205484566e-06,0.018722466960352423,0.018722466960352423,0.018722466960352423,0.018722466960352423,0.018722466960352423
inno setup,1,0.00035124692658939234,7075,4.640541929872083e-06,0.0015478162555054129,0.0015478162555054129,0.0015478162555054129,0.0015478162555054129,0.0015478162555054129
roff,9,0.003161222339304531,2319804,0.001521575651036746,0.1387,0.3257,0.0049,0.9939205260915495,0.00010089737683451665
common lisp,1,0.00035124692658939234,291171,0.000190981093182019,1.0,1.0,1.0,1.0,1.0
logos,1,0.00035124692658939234,7423,4.868797561193e-06,0.020199573857838323,0.020199573857838323,0.020199573857838323,0.020199573857838323,0.020199573857838323
qmake,3,0.001053740779768177,25690,1.6850250484581457e-05,0.0389,0.0434,0.014,0.08901349220255826,0.013734026941509719
sed,1,0.00035124692658939234,17563,1.151969440485419e-05,0.0016399312952543957,0.0016399312952543957,0.0016399312952543957,0.0016399312952543957,0.0016399312952543957
vala,1,0.00035124692658939234,39224,2.572729564060814e-05,0.5025432089274962,0.5025432089274962,0.5025432089274962,0.5025432089274962,0.5025432089274962
crystal,1,0.00035124692658939234,76798,5.0372344753401586e-05,0.9997526589166461,0.9997526589166461,0.9997526589166461,0.9997526589166461,0.9997526589166461
prolog,2,0.0007024938531787847,30940,2.0293762163991838e-05,0.0015,0.0006,0.0015,0.0019375663062184165,0.0010372432487774912
piglatin,1,0.00035124692658939234,21283,1.3959668394836403e-05,0.012852293732551756,0.012852293732551756,0.012852293732551756,0.012852293732551756,0.012852293732551756
purescript,1,0.00035124692658939234,73534,4.8231464349288166e-05,0.9638746886879014,0.9638746886879014,0.9638746886879014,0.9638746886879014,0.9638746886879014
openedge abl,2,0.0007024938531787847,6822924,0.004475203520329407,0.2228,0.3015,0.2228,0.43600290419224336,0.00963052526324329
forth,1,0.00035124692658939234,4185,2.7449707387299886e-06,0.0007733617620008283,0.0007733617620008283,0.0007733617620008283,0.0007733617620008283,0.0007733617620008283
terra,1,0.00035124692658939234,1647,1.0802788068550277e-06,0.00030435527407774533,0.00030435527407774533,0.00030435527407774533,0.00030435527407774533,0.00030435527407774533
nemerle,1,0.00035124692658939234,314,2.0595479377806844e-07,5.8025231366370386e-05,5.8025231366370386e-05,5.8025231366370386e-05,5.8025231366370386e-05,5.8025231366370386e-05
shaderlab,2,0.0007024938531787847,107465,7.048704431006409e-05,0.0749,0.079,0.0749,0.13074817652512152,0.01904826464208243
hlsl,1,0.00035124692658939234,207041,0.00013579963840320083,0.2538897527333729,0.2538897527333729,0.2538897527333729,0.2538897527333729,0.2538897527333729
qml,1,0.00035124692658939234,7048,4.6228324412351155e-06,0.015700076851965294,0.015700076851965294,0.015700076851965294,0.015700076851965294,0.015700076851965294
antlr,1,0.00035124692658939234,20112,1.3191601313581248e-05,0.020033668356725206,0.020033668356725206,0.020033668356725206,0.020033668356725206,0.020033668356725206
newlisp,1,0.00035124692658939234,1582,1.0376448527289943e-06,0.00010187210929035644,0.00010187210929035644,0.00010187210929035644,0.00010187210929035644,0.00010187210929035644
slash,1,0.00035124692658939234,356,2.3350288721335146e-07,2.292444431565543e-05,2.292444431565543e-05,2.292444431565543e-05,2.292444431565543e-05,2.292444431565543e-05
systemverilog,1,0.00035124692658939234,184,1.2068688552600188e-07,1.1848589196855616e-05,1.1848589196855616e-05,1.1848589196855616e-05,1.1848589196855616e-05,1.1848589196855616e-05
