language,count,count_distribution,bytes,bytes_distribution,percentage_avg,percentage_std,percentage_median,percentage_max,percentage_min
cuda,5,0.0019569471624266144,2475130,0.003492088004483498,0.2047,0.3567,0.0169,0.829885466329825,0.0007627510229550024
mercury,1,0.0003913894324853229,46,6.490004492945458e-08,8.903857693126609e-05,8.903857693126609e-05,8.903857693126609e-05,8.903857693126609e-05,8.903857693126609e-05
lua,5,0.0019569471624266144,1019492,0.0014383712305482503,0.0403,0.0488,0.0145,0.10198189214585385,0.0003728849838914443
logos,3,0.0011741682974559687,32403,4.571643817063298e-05,0.0149,0.013,0.0197,0.02478300047813454,0.00018833338942995869
scala,8,0.0031311154598825833,1401188,0.001976894872926361,0.6767,0.3285,0.8098,1.0,0.21322856045611652
clojure,10,0.003913894324853229,1020794,0.0014402081839938621,0.6727,0.44,0.9845,1.0,0.013652106661286526
m,3,0.0011741682974559687,360356,0.0005084156650130117,0.03,0.03,0.0292,0.06034336107349669,0.0004517782493871712
assembly,10,0.003913894324853229,346956,0.0004895099997509531,0.0887,0.2207,0.0093,0.7115346202037444,4.8215852729499424e-05
glsl,6,0.0023483365949119373,29947,4.225134011961688e-05,0.2112,0.2088,0.1797,0.47902869757174393,0.0118821669565704
raml,1,0.0003913894324853229,588,8.29591878663463e-07,0.0017225973721601312,0.0017225973721601312,0.0017225973721601312,0.0017225973721601312,0.0017225973721601312
qmake,1,0.0003913894324853229,16839,2.3757649055806212e-05,0.0017296591711687727,0.0017296591711687727,0.0017296591711687727,0.0017296591711687727,0.0017296591711687727
qml,1,0.0003913894324853229,3608,5.090420915336351e-06,0.00037060456616051616,0.00037060456616051616,0.00037060456616051616,0.00037060456616051616,0.00037060456616051616
arduino,1,0.0003913894324853229,41399,5.840862956596718e-05,0.39874978328292654,0.39874978328292654,0.39874978328292654,0.39874978328292654,0.39874978328292654
processing,2,0.0007827788649706458,32115,4.531010745455291e-05,0.133,0.1322,0.133,0.22652231704263065,0.039510450943985885
gap,1,0.0003913894324853229,6872,9.695502364243737e-06,0.006188916867500261,0.006188916867500261,0.006188916867500261,0.006188916867500261,0.006188916867500261
puppet,5,0.0019569471624266144,101347,0.00014298749681446594,0.0743,0.0999,0.0037,0.19038858238326406,0.0002113379259487488
digital command language,1,0.0003913894324853229,34,4.79695984261186e-08,0.000708023573020137,0.000708023573020137,0.000708023573020137,0.000708023573020137,0.000708023573020137
ags script,1,0.0003913894324853229,7053936,0.009952190507162981,0.6157947818644609,0.6157947818644609,0.6157947818644609,0.6157947818644609,0.6157947818644609
typescript,2,0.0007827788649706458,40280,5.68298654295311e-05,0.0152,0.0195,0.0152,0.028972954850245865,0.0014023561427133496
asp,3,0.0011741682974559687,55373,7.812413451910193e-05,0.0565,0.0739,0.0289,0.14018609781076846,0.00029356460292001546
prolog,1,0.0003913894324853229,935638,0.0013200640921240223,0.13393093074780982,0.13393093074780982,0.13393093074780982,0.13393093074780982,0.13393093074780982
tex,4,0.0015655577299412916,1190038,0.0016789895579947451,0.2883,0.473,0.0753,0.9956343570139343,0.007200586814177753
freemarker,2,0.0007827788649706458,42883,6.050236145021306e-05,0.5,0.7071,0.5,1.0,2.7652432509256957e-05
erlang,3,0.0011741682974559687,1381225,0.0019487296642975197,0.4116,0.5183,0.241,0.9936986592568973,7.543691435818704e-05
xml,3,0.0011741682974559687,8621,1.2163114942104956e-05,0.113,0.0715,0.1042,0.18850446081631383,0.04627198085297344
nsis,1,0.0003913894324853229,3353,4.730648927140461e-06,0.054810867361951156,0.054810867361951156,0.054810867361951156,0.054810867361951156,0.054810867361951156
postscript,1,0.0003913894324853229,28214,3.980630147042677e-05,0.0897537450413394,0.0897537450413394,0.0897537450413394,0.0897537450413394,0.0897537450413394
pascal,1,0.0003913894324853229,1582,2.2319971973564597e-06,0.0034940168825948487,0.0034940168825948487,0.0034940168825948487,0.0034940168825948487,0.0034940168825948487
boo,1,0.0003913894324853229,723520,0.001020793054507804,0.028605930962492393,0.028605930962492393,0.028605930962492393,0.028605930962492393,0.028605930962492393
gnuplot,2,0.0007827788649706458,778622,0.0010985348431100388,0.2784,0.3932,0.2784,0.5563957561444182,0.00032586532921392955
elm,1,0.0003913894324853229,38547,5.4384826780340994e-05,0.21242698115287115,0.21242698115287115,0.21242698115287115,0.21242698115287115,0.21242698115287115
openedge abl,1,0.0003913894324853229,1990,2.807632378469883e-06,0.007923520113397916,0.007923520113397916,0.007923520113397916,0.007923520113397916,0.007923520113397916
arc,1,0.0003913894324853229,197022,0.00027797253591502175,0.8064360326140345,0.8064360326140345,0.8064360326140345,0.8064360326140345,0.8064360326140345
rust,2,0.0007827788649706458,7669,1.0819966186173634e-05,0.5045,0.7007,0.5045,1.0,0.009021880167321682
haxe,1,0.0003913894324853229,4467,6.3023587108668175e-06,0.1755344231373782,0.1755344231373782,0.1755344231373782,0.1755344231373782,0.1755344231373782
emberscript,1,0.0003913894324853229,85532,0.00012067457919361107,0.14514661960358405,0.14514661960358405,0.14514661960358405,0.14514661960358405,0.14514661960358405
llvm,1,0.0003913894324853229,35445,5.000830635922865e-05,0.020909000279022632,0.020909000279022632,0.020909000279022632,0.020909000279022632,0.020909000279022632
chuck,1,0.0003913894324853229,772,1.0891920583812812e-06,0.015021793275217932,0.015021793275217932,0.015021793275217932,0.015021793275217932,0.015021793275217932
